outer_sim,inner_sim,date,dt,liab_cashflow,liab_pv_gaap,liab_pv_ifrs,meltdown_liabilities,next_2_liabs,bund_fwds,bund_yield,fee,cash,assets,net_asset_return,hgb_gap,hgb_payment,bund_comparator,performance_payment,additional_payment,funding_level_gaap,funding_level_ifrs,net_bt_return
0,0,2043-12-31,17.01095890410959,12018872.48,152783556.6761608,127793835.27472027,72134126.60164885,23261736.89,0.03847539357501906,0.033071368091762206,428514.66514035343,9343978.024435814,130390834.56831081,6.878854526261571,0.0,0.0,137131146.5781589,0.0,0.0,0.8534349991909569,1.0203217885120024,0.03407136809176221
0,0,2044-12-31,18.013698630136986,11777179.76,144085824.19263285,121014533.37446687,55434089.74613062,22669919.060000002,0.03911172111934014,0.033389089676746544,405250.4415265544,17648006.885546237,122901050.30732493,13.41337187599569,0.0,0.0,130244091.75456662,0.0,0.0,0.8529711440801745,1.0155891766075769,0.034389089676746545
0,0,2045-12-31,19.013698630136986,11484557.13,135497392.12890476,114249543.0460711,38489605.57846491,22023172.119999997,0.03974814567622409,0.03370594316996863,382189.84996024024,9076235.454167694,115529869.67345317,6.197097532156921,0.0,0.0,123418326.56264403,0.0,0.0,0.8526353744398594,1.0112064047981861,0.03470594316996863
0,0,2046-12-31,20.013698630136986,11185361.93,127035527.78069572,107519913.29486783,21321478.299979374,21338764.509999998,0.0401256740753817,0.034010585215605654,359201.7008504701,4289361.888982581,108189336.65263955,12.152446208061313,0.0,0.0,116650527.474507,0.0,0.0,0.8516462956678483,1.0062260407142989,0.035010585215605655
0,0,2047-12-31,21.013698630136986,10837810.19,118751131.69908771,100875379.72336768,4016334.5116202636,20617505.18,0.04029205676506198,0.03429514031485277,336358.39788935176,4786520.513810009,100945297.3752279,25.060544775284136,0.0,0.0,110005110.57590242,0.0,0.0,0.850057560975677,1.0006931091813678,0.03529514031485277
0,0,2048-12-31,22.016438356164382,10500954.32,110643680.03764825,94319551.75339192,0.0,19821483.422,0.04086367208250108,0.03458047501711153,313837.4143235492,11618323.584178954,93797679.70685951,20.79007354631374,0.0,0.0,103469929.44501874,0.0,0.0,0.8477454805818406,0.9944669791487465,0.03558047501711153
0,0,2049-12-31,23.016438356164382,10116550.86,102751067.14640498,87881463.4117742,0.0,19000234.981,0.04143536551052507,0.03486503011635864,291616.14677107293,3752566.06173789,86797215.25025325,7.341458680168268,0.0,0.0,97081189.37828061,0.0,0.0,0.8447329809877315,0.9876623793069917,0.035865030116358644
0,0,2050-12-31,24.016438356164382,9704932.562,95111431.03404772,81603907.92283337,0.0,18140162.373999998,0.03927708406380104,0.03504105565693431,269905.44507567585,9986117.907324059,79993643.68481627,22.90326373235786,0.0,0.0,90874241.51281984,10880597.82800357,0.0,0.8410518358847988,0.9802673146543447,0.03604105565693431
0,1,2027-12-31,0.9999999999999999,16724462.33,298344930.3521844,232344575.26205954,293348548.988457,31462151.29,0.02160482611960468,0.020672552238805972,764292.7604570865,1088864.9314613482,237275498.3952384,239.6216183853758,42579038.093218625,0.0,237620365.63033894,0.0,0.0,0.7953059504485095,1.0212224586161192,0.021672552238805973
0,1,2028-12-31,2.0027397260273974,16064885.95,288293371.3806211,225366432.8630154,281254696.7622815,30245020.58,0.022738216323019866,0.021362528767123287,735293.1482992523,162839.75929022057,228297537.00145152,223.41940767023934,38936880.77332997,0.0,228793384.07946402,0.0,0.0,0.7918931188328999,1.0130059481405456,0.022362528767123288
0,1,2029-12-31,3.0027397260273974,15397265.34,278690802.8053716,218758458.40467298,269302861.6554335,29436432.689999998,0.027109638291723526,0.02279628433268859,708007.2958209579,-390233.62932686775,219897159.3044983,1443.94456188151,34838632.48292267,0.0,220482254.45262992,0.0,0.0,0.7890362979006064,1.0052052885549179,0.02379628433268859
0,1,2030-12-31,4.002739726027397,14847755.24,269444732.7017596,212442283.04245523,257397865.43856412,28871197.91,0.028095142183276467,0.0238538665377176,682175.5640092032,364336.79736329743,211861923.86572522,-581.9588463628503,30400755.979973912,0.0,212577822.7275427,0.0,0.0,0.7862908350122729,0.9972681559978621,0.024853866537717602
0,1,2031-12-31,5.002739726027397,14588677.45,260271894.37906492,206138854.63111097,245213741.84858596,28388737.89,0.02879018786307408,0.02467493886462875,656825.9755752974,-5557157.5133504765,203696488.4328572,598.1301659963672,25791795.58474207,0.0,204787600.97357705,0.0,0.0,0.7826295993995793,0.988151839678044,0.025674938864628752
